"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NINDS",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/16/2016"
"All DACs",74,69,5,0,0,10,8,4,0,0,10,8,4,0,0,"03/16/2016"
"JAAMH",16,16,0,0,0,8,8,0,0,0,8,8,0,0,0,"03/17/2016"
"NCI DAC",14,8,1,4,1,7,5,1,1,1,7,5,1,1,1,"03/17/2016"
"NHGRI",13,12,1,0,0,6,6,1,0,0,6,6,1,0,0,"03/17/2016"
"NHLBI",11,3,2,4,2,7,2,1,3,2,7,2,1,3,2,"03/17/2016"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2016"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2016"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/17/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2016"
"NINDS",10,10,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/17/2016"
"All DACs",69,53,4,8,4,21,16,3,4,4,20,15,3,4,4,"03/17/2016"
"JAAMH",20,20,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/18/2016"
"NCI DAC",13,8,4,1,0,10,6,3,1,0,10,6,3,1,0,"03/18/2016"
"NHGRI",13,10,1,0,2,5,4,1,0,1,5,4,1,0,1,"03/18/2016"
"NHLBI",6,1,0,5,0,2,1,0,2,0,2,1,0,2,0,"03/18/2016"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/18/2016"
"All DACs",55,42,5,6,2,15,11,4,3,1,15,11,4,3,1,"03/18/2016"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03/19/2016"
"CDAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/20/2016"
"JAAMH",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/20/2016"
"NCI DAC",13,12,0,0,1,3,2,0,0,1,3,2,0,0,1,"03/20/2016"
"NHGRI",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/20/2016"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2016"
"NINDS",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"03/20/2016"
"All DACs",23,19,1,2,1,6,3,1,2,1,6,3,1,2,1,"03/20/2016"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/21/2016"
"JAAMH",35,19,6,4,6,6,5,1,1,2,6,5,1,1,2,"03/21/2016"
"NCI DAC",39,24,9,4,2,10,8,3,1,1,10,8,3,1,1,"03/21/2016"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2016"
"NHGRI",40,36,4,0,0,8,7,2,0,0,8,7,2,0,0,"03/21/2016"
"NHLBI",62,12,0,25,25,5,3,0,1,3,5,3,0,1,3,"03/21/2016"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2016"
"NICHD",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"03/21/2016"
"NIDDK",4,1,0,3,0,2,1,0,1,0,2,1,0,1,0,"03/21/2016"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2016"
"NINDS",25,20,5,0,0,3,3,3,0,0,3,3,3,0,0,"03/21/2016"
"All DACs",216,122,25,36,33,24,21,7,3,5,21,18,6,1,4,"03/21/2016"
"JAAMH",22,8,7,2,5,6,3,2,1,1,6,3,2,1,1,"03/22/2016"
"NCI DAC",24,24,0,0,0,11,11,0,0,0,11,11,0,0,0,"03/22/2016"
"NHGRI",7,7,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/22/2016"
"NHLBI",7,5,0,0,2,4,3,0,0,1,4,3,0,0,1,"03/22/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/22/2016"
"All DACs",61,45,7,2,7,18,15,2,1,1,18,15,2,1,1,"03/22/2016"
"JAAMH",15,15,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/23/2016"
"NCI DAC",14,7,5,1,1,9,5,4,1,1,8,4,4,1,1,"03/23/2016"
"NHGRI",11,9,2,0,0,8,7,1,0,0,8,7,1,0,0,"03/23/2016"
"NHLBI",6,1,2,3,0,2,1,1,1,0,2,1,1,1,0,"03/23/2016"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/23/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2016"
"All DACs",49,35,9,4,1,18,13,6,2,1,16,11,6,2,1,"03/23/2016"
"JAAMH",11,11,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/24/2016"
"NCI DAC",7,7,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/24/2016"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2016"
"NHGRI",13,13,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/24/2016"
"NHLBI",7,6,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/24/2016"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2016"
"All DACs",46,45,1,0,0,7,7,1,0,0,7,7,1,0,0,"03/24/2016"
"JAAMH",14,14,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/25/2016"
"NCI DAC",4,3,1,0,0,4,3,1,0,0,4,3,1,0,0,"03/25/2016"
"NHGRI",6,4,0,0,2,3,2,0,0,1,3,2,0,0,1,"03/25/2016"
"NHLBI",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/25/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/25/2016"
"NINDS",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/25/2016"
"All DACs",36,32,1,1,2,8,6,1,1,1,8,6,1,1,1,"03/25/2016"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03/26/2016"
"NCI DAC",4,3,1,0,0,3,2,1,0,0,3,2,1,0,0,"03/27/2016"
"All DACs",4,3,1,0,0,3,2,1,0,0,3,2,1,0,0,"03/27/2016"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/28/2016"
"JAAMH",33,26,6,0,1,7,6,1,0,1,7,6,1,0,1,"03/28/2016"
"NCI DAC",76,69,6,1,0,10,10,2,1,0,10,10,2,1,0,"03/28/2016"
"NHGRI",38,35,3,0,0,14,12,3,0,0,14,12,3,0,0,"03/28/2016"
"NHLBI",38,30,0,5,3,5,4,0,1,1,5,4,0,1,1,"03/28/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/28/2016"
"NIGMS",5,4,0,1,0,3,2,0,1,0,3,2,0,1,0,"03/28/2016"
"NINDS",11,11,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/28/2016"
"All DACs",204,177,15,7,5,29,26,4,3,3,27,25,4,3,3,"03/28/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/29/2016"
"JAAMH",8,7,0,1,0,5,4,0,1,0,4,3,0,1,0,"03/29/2016"
"NCI DAC",42,14,12,16,0,9,5,4,2,0,9,5,4,2,0,"03/29/2016"
"NEI",8,4,0,0,4,2,1,0,0,1,2,1,0,0,1,"03/29/2016"
"NHGRI",12,9,3,0,0,6,4,2,0,0,6,4,2,0,0,"03/29/2016"
"NHLBI",12,6,0,1,5,6,5,0,1,1,6,5,0,1,1,"03/29/2016"
"NICHD",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/29/2016"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/29/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/29/2016"
"All DACs",86,42,15,18,11,23,17,5,4,3,22,16,5,4,3,"03/29/2016"
"JAAMH",31,24,7,0,0,5,5,1,0,0,5,5,1,0,0,"03/30/2016"
"NCI DAC",28,23,2,3,0,19,17,2,2,0,19,17,2,2,0,"03/30/2016"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/30/2016"
"NHGRI",24,19,5,0,0,9,6,4,0,0,9,6,4,0,0,"03/30/2016"
"NHLBI",33,24,0,2,7,7,4,0,1,2,7,4,0,1,2,"03/30/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/30/2016"
"NIDDK",5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/30/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/30/2016"
"NINDS",18,18,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/30/2016"
"All DACs",142,115,14,6,7,27,22,5,4,2,27,22,5,4,2,"03/30/2016"
"JAAMH",5,2,0,0,3,3,2,0,0,1,3,2,0,0,1,"03/31/2016"
"NCI DAC",12,8,4,0,0,10,8,3,0,0,10,8,3,0,0,"03/31/2016"
"NHGRI",4,2,2,0,0,4,2,2,0,0,4,2,2,0,0,"03/31/2016"
"NHLBI",14,0,2,12,0,1,0,1,1,0,1,0,1,1,0,"03/31/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/31/2016"
"All DACs",36,12,8,13,3,18,12,6,2,1,18,12,6,2,1,"03/31/2016"
"JAAMH",96,87,0,5,4,16,12,0,4,2,16,12,0,4,2,"04/01/2016"
"NCI DAC",52,38,4,7,3,24,19,4,3,2,23,18,4,3,2,"04/01/2016"
"NEI",13,11,2,0,0,4,4,1,0,0,4,4,1,0,0,"04/01/2016"
"NHGRI",62,60,1,0,1,18,17,1,0,1,18,17,1,0,1,"04/01/2016"
"NHLBI",54,29,1,12,12,5,4,1,2,1,5,4,1,2,1,"04/01/2016"
"NIAID",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/01/2016"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/01/2016"
"NICHD",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/01/2016"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/01/2016"
"NIGMS",6,2,0,3,1,5,2,0,2,1,5,2,0,2,1,"04/01/2016"
"NINDS",15,15,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/01/2016"
"All DACs",308,251,8,27,22,43,39,6,8,4,41,37,6,8,4,"04/01/2016"
"JAAMH",3,2,0,1,0,1,1,0,1,0,1,1,0,1,0,"04/02/2016"
"NHGRI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2016"
"NHLBI",14,14,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2016"
"All DACs",21,20,0,1,0,1,1,0,1,0,1,1,0,1,0,"04/02/2016"
"NCI DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2016"
"All DACs",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/04/2016"
"JAAMH",23,17,0,2,4,5,3,0,2,1,5,3,0,2,1,"04/04/2016"
"NCI DAC",43,39,4,0,0,16,13,3,0,0,15,12,3,0,0,"04/04/2016"
"NHGRI",24,21,3,0,0,11,10,2,0,0,10,9,2,0,0,"04/04/2016"
"NHLBI",2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,"04/04/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/04/2016"
"All DACs",94,79,7,2,6,30,22,5,2,3,26,21,4,2,2,"04/04/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/05/2016"
"JAAMH",40,32,0,5,3,7,5,0,1,1,7,5,0,1,1,"04/05/2016"
"NCI DAC",31,26,1,3,1,11,8,1,2,1,11,8,1,2,1,"04/05/2016"
"NEI",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"04/05/2016"
"NHGRI",18,17,1,0,0,9,8,1,0,0,9,8,1,0,0,"04/05/2016"
"NHLBI",23,18,0,0,5,6,5,0,0,1,3,2,0,0,1,"04/05/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/05/2016"
"NINDS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/05/2016"
"All DACs",121,101,3,8,9,26,24,3,3,2,23,21,3,3,2,"04/05/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2016"
"JAAMH",25,24,0,1,0,10,9,0,1,0,10,9,0,1,0,"04/06/2016"
"NCI DAC",39,35,1,0,3,13,12,1,0,1,13,12,1,0,1,"04/06/2016"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2016"
"NHGRI",14,13,1,0,0,10,9,1,0,0,10,9,1,0,0,"04/06/2016"
"NHLBI",34,24,1,9,0,5,5,1,2,0,4,4,1,2,0,"04/06/2016"
"NIAMS",4,1,1,2,0,2,1,1,1,0,2,1,1,1,0,"04/06/2016"
"NIDDK",2,1,0,1,0,1,1,0,1,0,1,1,0,1,0,"04/06/2016"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/06/2016"
"All DACs",125,105,4,13,3,28,26,3,4,1,26,24,3,4,1,"04/06/2016"
"JAAMH",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/07/2016"
"NCI DAC",34,29,2,2,1,8,7,1,1,1,7,7,1,1,1,"04/07/2016"
"NHGRI",24,17,0,0,7,7,7,0,0,1,7,7,0,0,1,"04/07/2016"
"NHLBI",46,35,0,3,8,4,3,0,1,1,4,3,0,1,1,"04/07/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/07/2016"
"NIDCR",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/07/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/07/2016"
"NINDS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/07/2016"
"All DACs",110,84,2,5,19,17,16,1,2,1,16,16,1,2,1,"04/07/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/08/2016"
"JAAMH",27,16,6,5,0,6,4,1,1,0,6,4,1,1,0,"04/08/2016"
"NCI DAC",55,50,5,0,0,10,8,3,0,0,10,8,3,0,0,"04/08/2016"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/08/2016"
"NHGRI",28,26,2,0,0,5,5,1,0,0,5,5,1,0,0,"04/08/2016"
"NHLBI",17,7,0,5,5,3,1,0,1,2,3,1,0,1,2,"04/08/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/08/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/08/2016"
"NIGMS",3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/08/2016"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/08/2016"
"All DACs",137,109,13,10,5,17,13,4,2,2,15,11,4,2,2,"04/08/2016"
"NCI DAC",2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,"04/09/2016"
"NHGRI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/09/2016"
"All DACs",5,3,0,1,1,4,2,0,1,1,4,2,0,1,1,"04/09/2016"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04/10/2016"
"JAAMH",33,10,6,17,0,7,5,1,1,0,7,5,1,1,0,"04/11/2016"
"NCI DAC",35,32,2,0,1,17,17,2,0,1,17,17,2,0,1,"04/11/2016"
"NHGRI",28,28,0,0,0,7,7,0,0,0,7,7,0,0,0,"04/11/2016"
"NHLBI",14,8,2,4,0,6,4,2,1,0,6,4,2,1,0,"04/11/2016"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/11/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/11/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/11/2016"
"All DACs",113,80,11,21,1,29,26,6,2,1,26,23,6,2,1,"04/11/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/12/2016"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/12/2016"
"JAAMH",7,7,0,0,0,6,6,0,0,0,6,6,0,0,0,"04/12/2016"
"NCI DAC",101,37,59,3,2,12,7,6,2,1,11,7,5,2,1,"04/12/2016"
"NHGRI",41,19,22,0,0,10,8,3,0,0,9,8,2,0,0,"04/12/2016"
"NHLBI",27,22,2,2,1,5,4,1,1,1,5,4,1,1,1,"04/12/2016"
"NIAMS",3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,"04/12/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/12/2016"
"NIDDK",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/12/2016"
"NIGMS",4,2,0,2,0,3,2,0,2,0,3,2,0,2,0,"04/12/2016"
"NINDS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/12/2016"
"All DACs",192,97,83,8,4,27,23,7,5,1,23,20,6,5,1,"04/12/2016"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/13/2016"
"JAAMH",11,11,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/13/2016"
"NCI DAC",11,10,1,0,0,8,7,1,0,0,8,7,1,0,0,"04/13/2016"
"NHGRI",10,10,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/13/2016"
"NHLBI",19,0,2,0,17,1,0,1,0,1,1,0,1,0,1,"04/13/2016"
"All DACs",52,31,3,0,18,15,13,2,0,2,14,12,2,0,2,"04/13/2016"
"JAAMH",9,9,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/14/2016"
"NCI DAC",48,39,7,0,2,8,6,2,0,1,8,6,2,0,1,"04/14/2016"
"NHGRI",45,35,10,0,0,8,8,1,0,0,8,8,1,0,0,"04/14/2016"
"NHLBI",9,8,1,0,0,3,2,1,0,0,3,2,1,0,0,"04/14/2016"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/14/2016"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/14/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/14/2016"
"NINDS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/14/2016"
"All DACs",117,95,19,0,3,15,13,3,0,1,15,13,3,0,1,"04/14/2016"
"JAAMH",30,28,0,2,0,4,4,0,1,0,4,4,0,1,0,"04/15/2016"
"NCI DAC",7,7,0,0,0,7,7,0,0,0,7,7,0,0,0,"04/15/2016"
"NHGRI",15,15,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/15/2016"
"NIAID",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/15/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/15/2016"
"All DACs",56,53,0,3,0,14,13,0,2,0,13,12,0,2,0,"04/15/2016"
"NCI DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/16/2016"
"All DACs",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/16/2016"
"NCI DAC",4,3,1,0,0,2,1,1,0,0,2,1,1,0,0,"04/17/2016"
"NHGRI",3,2,1,0,0,2,1,1,0,0,2,1,1,0,0,"04/17/2016"
"NHLBI",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"04/17/2016"
"All DACs",9,5,4,0,0,4,1,3,0,0,3,1,2,0,0,"04/17/2016"
"JAAMH",36,30,6,0,0,7,7,1,0,0,7,7,1,0,0,"04/18/2016"
"NCI DAC",13,10,2,1,0,11,8,2,1,0,11,8,2,1,0,"04/18/2016"
"NHGRI",12,10,2,0,0,7,6,2,0,0,7,6,2,0,0,"04/18/2016"
"NHLBI",18,6,2,8,2,10,4,1,4,1,10,4,1,4,1,"04/18/2016"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/18/2016"
"All DACs",83,60,12,9,2,30,22,4,5,1,30,22,4,5,1,"04/18/2016"
"JAAMH",12,8,4,0,0,5,4,1,0,0,4,3,1,0,0,"04/19/2016"
"NCI DAC",15,8,7,0,0,11,8,3,0,0,10,7,3,0,0,"04/19/2016"
"NHGRI",45,41,4,0,0,5,3,2,0,0,4,2,2,0,0,"04/19/2016"
"NHLBI",23,8,3,12,0,6,4,1,2,0,4,2,1,2,0,"04/19/2016"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/19/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/19/2016"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/19/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/19/2016"
"NINDS",11,9,2,0,0,4,2,2,0,0,4,2,2,0,0,"04/19/2016"
"All DACs",110,78,20,12,0,21,17,5,2,0,18,14,5,2,0,"04/19/2016"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/20/2016"
"JAAMH",4,4,0,0,0,3,3,0,0,0,2,2,0,0,0,"04/20/2016"
"NCI DAC",57,55,2,0,0,6,5,1,0,0,6,5,1,0,0,"04/20/2016"
"NHGRI",27,26,1,0,0,5,4,1,0,0,5,4,1,0,0,"04/20/2016"
"NHLBI",4,0,4,0,0,1,0,1,0,0,1,0,1,0,0,"04/20/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/20/2016"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/20/2016"
"NINDS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/20/2016"
"All DACs",102,95,7,0,0,13,11,2,0,0,12,10,2,0,0,"04/20/2016"
"JAAMH",58,58,0,0,0,7,7,0,0,0,5,5,0,0,0,"04/21/2016"
"NCI DAC",12,12,0,0,0,7,7,0,0,0,6,6,0,0,0,"04/21/2016"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/21/2016"
"NHGRI",48,48,0,0,0,7,7,0,0,0,6,6,0,0,0,"04/21/2016"
"NHLBI",74,44,9,1,20,6,5,1,1,2,4,3,1,1,2,"04/21/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/21/2016"
"NIDCR",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/21/2016"
"NIDDK",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"04/21/2016"
"NINDS",6,2,0,4,0,2,1,0,1,0,1,1,0,1,0,"04/21/2016"
"All DACs",205,171,9,5,20,19,19,1,2,2,17,17,1,2,2,"04/21/2016"
"JAAMH",39,35,2,2,0,8,6,1,2,0,8,6,1,2,0,"04/22/2016"
"NCI DAC",18,16,0,2,0,4,3,0,1,0,4,3,0,1,0,"04/22/2016"
"NEI",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/22/2016"
"NHGRI",38,37,1,0,0,5,5,1,0,0,5,5,1,0,0,"04/22/2016"
"NHLBI",18,7,0,11,0,3,2,0,1,0,3,2,0,1,0,"04/22/2016"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/22/2016"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/22/2016"
"NIGMS",3,2,0,1,0,1,1,0,1,0,1,1,0,1,0,"04/22/2016"
"NINDS",12,12,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/22/2016"
"All DACs",137,118,3,16,0,15,12,2,4,0,15,12,2,4,0,"04/22/2016"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/23/2016"
"All DACs",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/23/2016"
"NCI DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/24/2016"
"All DACs",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/24/2016"
"JAAMH",4,3,0,1,0,4,3,0,1,0,4,3,0,1,0,"04/25/2016"
"NCI DAC",11,7,4,0,0,8,6,3,0,0,8,6,3,0,0,"04/25/2016"
"NHGRI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/25/2016"
"NHLBI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/25/2016"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/25/2016"
"All DACs",21,16,4,1,0,15,12,3,1,0,15,12,3,1,0,"04/25/2016"
"CDAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/26/2016"
"JAAMH",24,18,6,0,0,4,3,1,0,0,3,2,1,0,0,"04/26/2016"
"NCI DAC",17,15,1,1,0,12,12,1,1,0,12,12,1,1,0,"04/26/2016"
"NHGRI",23,19,4,0,0,9,8,2,0,0,9,8,2,0,0,"04/26/2016"
"NHLBI",7,6,0,0,1,3,3,0,0,1,3,3,0,0,1,"04/26/2016"
"NIAMS",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/26/2016"
"NIDDK",2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,"04/26/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/26/2016"
"NINDS",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/26/2016"
"All DACs",90,77,11,1,1,27,25,3,1,1,23,21,3,1,1,"04/26/2016"
"JAAMH",21,20,0,1,0,5,4,0,1,0,4,3,0,1,0,"04/27/2016"
"NCI DAC",25,25,0,0,0,15,15,0,0,0,12,12,0,0,0,"04/27/2016"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/27/2016"
"NHGRI",20,20,0,0,0,7,7,0,0,0,7,7,0,0,0,"04/27/2016"
"NHLBI",7,3,0,2,2,3,1,0,1,1,3,1,0,1,1,"04/27/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/27/2016"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/27/2016"
"All DACs",81,76,0,3,2,21,20,0,2,1,16,15,0,2,1,"04/27/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/28/2016"
"JAAMH",25,20,0,5,0,6,6,0,1,0,5,5,0,1,0,"04/28/2016"
"NCI DAC",35,31,1,3,0,10,10,1,1,0,10,10,1,1,0,"04/28/2016"
"NHGRI",19,19,0,0,0,7,7,0,0,0,6,6,0,0,0,"04/28/2016"
"NHLBI",19,19,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/28/2016"
"NICHD",4,2,2,0,0,2,2,1,0,0,2,2,1,0,0,"04/28/2016"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/28/2016"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/28/2016"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/28/2016"
"All DACs",110,99,3,8,0,19,19,2,2,0,15,15,2,2,0,"04/28/2016"
