"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NHLBI",0,47,10.2,1.8,2.1,2,41.2,41.2,41.2,NA,NA,NA,224,224,224,43,226,69.3,"03/29/2016"
"NICHD",1.3,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/29/2016"
"NIGMS",1.3,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/29/2016"
"NINDS",151,151,151,2,2,2,22.2,22.2,22.2,NA,NA,NA,NA,NA,NA,24.2,24.2,24.2,"03/29/2016"
"All DACs",0,151,12.3,0,40.7,2.8,0,41.2,11.8,0,897,316.6,10,224,19.7,0,897,86.8,"03/29/2016"
"JAAMH",0.1,26.8,19.7,0.1,2.2,1.7,18.8,18.8,18.8,0,0,0,NA,NA,NA,0.2,21,16.3,"03/30/2016"
"NCI DAC",0,26.8,5.5,0,5.3,0.8,0,26.2,9.6,0,0.2,0.1,25.1,25.9,25.7,0,26.4,11.4,"03/30/2016"
"NEI",7.8,7.8,7.8,40,40,40,0,0,0,NA,NA,NA,NA,NA,NA,40,40,40,"03/30/2016"
"NHGRI",0,26.8,20.1,0,4.6,0.6,0.1,2.3,0.2,0.1,7.1,1.5,NA,NA,NA,0.1,7.2,1.1,"03/30/2016"
"NHLBI",0.1,26.8,8,1.2,5.2,3.7,38.1,56.2,44.5,NA,NA,NA,0,0,0,4.8,58.2,45.3,"03/30/2016"
"NICHD",7.8,7.8,7.8,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"03/30/2016"
"NIDDK",0.1,26.8,7.2,0.7,1,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,1,0.9,"03/30/2016"
"NIGMS",26.8,26.8,26.8,8.2,8.2,8.2,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,8.2,8.2,8.2,"03/30/2016"
"NINDS",26.1,26.8,26.8,1,1.1,1,0.2,1.2,0.8,NA,NA,NA,NA,NA,NA,1.2,2.2,1.8,"03/30/2016"
"All DACs",0,26.8,14.6,0,40,2,0,56.2,15.3,0,7.1,0.5,0,25.9,12.9,0,58.2,15.7,"03/30/2016"
"JAAMH",0,13.8,8.3,1,1.1,1.1,18.8,18.8,18.8,NA,NA,NA,NA,NA,NA,19.8,19.9,19.9,"03/31/2016"
"NCI DAC",0,13.3,3.5,0,4,0.8,0,216,27.9,0.2,25.8,18.9,73.8,73.8,73.8,0,216,25.7,"03/31/2016"
"NHGRI",0.1,34.9,12.4,0.4,3.9,2.2,2.3,2.3,2.3,0,0.1,0.1,NA,NA,NA,0.5,6.2,3.4,"03/31/2016"
"NHLBI",0,0,0,3.7,3.7,3.7,NA,NA,NA,462.2,462.2,462.2,0.1,0.1,0.1,3.8,465.9,69.8,"03/31/2016"
"NIGMS",1.2,1.2,1.2,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,7.5,7.5,7.5,"03/31/2016"
"All DACs",0,34.9,3.7,0,7.4,2.4,0,216,22.1,0,462.2,125,0.1,73.8,4.7,0,465.9,40.8,"03/31/2016"
"JAAMH",0,24.7,2.2,0,3.3,0.7,0,44.9,20,NA,NA,NA,0,18.8,15,2.9,45.5,20.4,"04/01/2016"
"NCI DAC",0,25,2.4,0,3.8,2,0,21.1,1.9,0,14.2,3.7,0.1,42,25,0.1,45,7.3,"04/01/2016"
"NEI",0,0,0,40,40.2,40.1,8,9,8.1,8,8,8,NA,NA,NA,48.1,49,48.2,"04/01/2016"
"NHGRI",0,10.1,0.6,0,3.3,0.4,0,2.3,0.2,0.1,0.1,0.1,NA,NA,NA,0.1,5.7,0.6,"04/01/2016"
"NHLBI",0,10.1,0.3,3,3.7,3.3,38,50.1,48.7,50,50,50,0,0.1,0,3.2,53.2,38.1,"04/01/2016"
"NIAID",0,0.8,0.4,41,41,41,0,0,0,NA,NA,NA,NA,NA,NA,41,41,41,"04/01/2016"
"NIAMS",0,0,0,2.9,3,3,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,4,4.1,4,"04/01/2016"
"NICHD",0,6.8,2.4,0,5.1,3.4,0,14,9.3,NA,NA,NA,NA,NA,NA,0,19,12.7,"04/01/2016"
"NIDDK",0,0.8,0.4,0,2.9,1.5,0,0.1,0.1,NA,NA,NA,NA,NA,NA,0,3,1.5,"04/01/2016"
"NIGMS",0,25,4.2,6.1,6.2,6.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,6.2,6.3,6.2,"04/01/2016"
"NINDS",0,0.1,0,2.8,3.3,3,0,37,2.5,NA,NA,NA,NA,NA,NA,2.8,39.8,5.5,"04/01/2016"
"All DACs",0,25,1.4,0,41,3.4,0,50.1,13.5,0,50,10.1,0,42,9.3,0,53.2,16.5,"04/01/2016"
"JAAMH",26.2,26.2,26.2,1.6,1.7,1.7,18,18,18,NA,NA,NA,0,0,0,1.6,19.8,13.7,"04/02/2016"
"NHGRI",26.2,26.2,26.2,1.5,1.5,1.5,0,2.3,0.8,NA,NA,NA,NA,NA,NA,1.5,3.8,2.3,"04/02/2016"
"NHLBI",26.2,26.2,26.2,2.5,2.5,2.5,52.3,52.3,52.3,NA,NA,NA,NA,NA,NA,54.8,54.8,54.8,"04/02/2016"
"NINDS",26.2,26.2,26.2,1.5,1.5,1.5,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,"04/02/2016"
"All DACs",26.2,26.2,26.2,1.5,2.5,2.2,0,52.3,38.5,NA,NA,NA,0,0,0,1.5,54.8,38.9,"04/02/2016"
"NCI DAC",4.9,4.9,4.9,0.7,0.7,0.7,20.9,20.9,20.9,NA,NA,NA,NA,NA,NA,21.6,21.6,21.6,"04/03/2016"
"All DACs",4.9,4.9,4.9,0.7,0.7,0.7,20.9,20.9,20.9,NA,NA,NA,NA,NA,NA,21.6,21.6,21.6,"04/03/2016"
"ES DAC",2.5,2.5,2.5,4.4,4.4,4.4,6.9,6.9,6.9,NA,NA,NA,NA,NA,NA,11.2,11.2,11.2,"04/04/2016"
"JAAMH",2.9,18.8,14.5,0.1,6.7,2.7,0.1,17.7,10.2,NA,NA,NA,0,0,0,0.8,20.5,11,"04/04/2016"
"NCI DAC",0,47,9,0,6.9,0.7,0,20.9,4.9,0,0.1,0.1,NA,NA,NA,0,21.2,5.2,"04/04/2016"
"NHGRI",0,47,17.8,0,6.9,2.7,0,9,1,0,6.7,2.3,NA,NA,NA,0,9.2,3.7,"04/04/2016"
"NHLBI",3,18.5,10.7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/04/2016"
"NIGMS",3.2,3.2,3.2,3,3,3,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,3.1,3.1,3.1,"04/04/2016"
"All DACs",0,47,12.5,0,6.9,1.8,0,20.9,5,0,6.7,1.1,0,0,0,0,21.2,6.1,"04/04/2016"
"CDAC",22,22,22,6.9,6.9,6.9,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,12.7,12.7,12.7,"04/05/2016"
"JAAMH",0,19.9,12.6,0.8,2.6,1.9,0.2,12.8,10,NA,NA,NA,10.8,10.8,10.8,1,15.1,12,"04/05/2016"
"NCI DAC",0,34.8,2.8,0.2,6.2,1.1,0,42,6.1,0.1,0.1,0.1,2.2,5,3.1,0.3,43.2,6.7,"04/05/2016"
"NEI",0,0,0,36.5,36.5,36.5,15.9,15.9,15.9,16,16,16,NA,NA,NA,52.5,52.5,52.5,"04/05/2016"
"NHGRI",0,22,1.7,0,6.3,1.3,0.1,105.1,7.1,0.1,0.1,0.1,NA,NA,NA,0.2,106.5,8,"04/05/2016"
"NHLBI",0.7,8.1,5.8,0,7.8,6.9,0,124.2,60.5,NA,NA,NA,NA,NA,NA,0,131.9,67.3,"04/05/2016"
"NIGMS",0.9,0.9,0.9,2.1,2.1,2.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"04/05/2016"
"NINDS",0,0,0,1.3,1.3,1.3,0,1.3,0.8,NA,NA,NA,NA,NA,NA,1.3,2.6,2.1,"04/05/2016"
"All DACs",0,34.8,6.4,0,36.5,3,0,124.2,17,0.1,16,2.7,2.2,10.8,7.9,0,131.9,19,"04/05/2016"
"CDAC",5.8,5.8,5.8,5.7,5.7,5.7,0,0,0,NA,NA,NA,NA,NA,NA,5.7,5.7,5.7,"04/06/2016"
"JAAMH",0,246.7,30.7,0,9.2,6.2,0.3,56,8.2,NA,NA,NA,3,3,3,0.3,61,14.2,"04/06/2016"
"NCI DAC",0,12.9,3.2,0.1,5,0.7,0,63,4.8,0,0.1,0.1,NA,NA,NA,0.1,63.2,5.4,"04/06/2016"
"NEI",6,6,6,50.7,50.7,50.7,0,0,0,NA,NA,NA,NA,NA,NA,50.7,50.7,50.7,"04/06/2016"
"NHGRI",0,20.8,3.4,0,5,1.8,0.1,28.1,5.6,0,1,0.3,NA,NA,NA,0.2,28.1,7.1,"04/06/2016"
"NHLBI",0.7,20.8,3.3,6.8,7.1,7,0.1,44.2,38,44.2,44.2,44.2,0,44.2,39.3,6.8,51.3,45.5,"04/06/2016"
"NIAMS",0,36.9,9.2,0.2,0.9,0.4,19.2,19.2,19.2,22.2,22.2,22.2,27,27,27,20.1,27.2,24.2,"04/06/2016"
"NIDDK",0,0,0,1.2,1.2,1.2,0.9,0.9,0.9,NA,NA,NA,0,0,0,1.2,2.1,1.7,"04/06/2016"
"NIGMS",0,0.7,0.3,1.3,1.4,1.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,1.4,1.5,1.4,"04/06/2016"
"All DACs",0,246.7,8.9,0,50.7,5.3,0,63,13.1,0,44.2,7.5,0,44.2,31.6,0.1,63.2,20.6,"04/06/2016"
"JAAMH",0,0,0,8,8,8,10,10,10,NA,NA,NA,NA,NA,NA,18.1,18.1,18.1,"04/07/2016"
"NCI DAC",0,14.1,1.3,0,3.8,0.5,0,8,0.3,0.3,0.3,0.3,0,0,0,0.1,11.8,0.8,"04/07/2016"
"NHGRI",0,15.1,1.5,0,4,0.7,0,2.3,0.6,NA,NA,NA,NA,NA,NA,0.1,6.3,1.5,"04/07/2016"
"NHLBI",0,1.1,0.8,5.8,6.1,5.8,7.2,49.3,15.8,NA,NA,NA,14,14,14,13.2,55.4,21.4,"04/07/2016"
"NICHD",15.1,15.1,15.1,5.8,5.8,5.8,15.1,15.1,15.1,NA,NA,NA,NA,NA,NA,20.9,20.9,20.9,"04/07/2016"
"NIDCR",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/07/2016"
"NIGMS",0,0,0,0.2,0.2,0.2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"04/07/2016"
"NINDS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/07/2016"
"All DACs",0,15.1,1.2,0,8,2.7,0,49.3,7.1,0.3,0.3,0.3,0,14,8.4,0.1,55.4,10,"04/07/2016"
"ES DAC",0.5,0.5,0.5,0.3,0.3,0.3,6.9,6.9,6.9,NA,NA,NA,NA,NA,NA,7.2,7.2,7.2,"04/08/2016"
"JAAMH",0,5.5,1.7,2,7.1,5.8,0,35.2,7.8,0,0,0,3,3,3,2,38.2,11,"04/08/2016"
"NCI DAC",0,8.5,0.7,0,3.2,0.8,0,17.1,2.9,0,887.2,357.7,17,17,17,0.2,887.2,36,"04/08/2016"
"NEI",0,0,0,33.2,33.2,33.2,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,49.2,49.2,49.2,"04/08/2016"
"NHGRI",0,1,0.2,1.9,3,2.4,0,3,1.2,3,3,3,NA,NA,NA,1.9,5.2,3.7,"04/08/2016"
"NHLBI",0.1,0.9,0.3,5.1,5.1,5.1,49.2,49.2,49.2,NA,NA,NA,33,33,33,38.1,54.4,47.6,"04/08/2016"
"NICHD",0.9,0.9,0.9,4.7,4.7,4.7,0,0,0,NA,NA,NA,NA,NA,NA,4.7,4.7,4.7,"04/08/2016"
"NIDCR",0.1,0.1,0.1,3.2,3.2,3.2,17.8,17.8,17.8,NA,NA,NA,NA,NA,NA,21,21,21,"04/08/2016"
"NIGMS",0,0.5,0.2,25.9,26,25.9,1,1,1,NA,NA,NA,NA,NA,NA,26.9,27,26.9,"04/08/2016"
"NINDS",0.1,0.5,0.4,11,11.1,11.1,2.2,22,8.8,NA,NA,NA,NA,NA,NA,13.2,33.1,19.9,"04/08/2016"
"All DACs",0,8.5,0.7,0,33.2,3.7,0,49.2,6.6,0,887.2,138,3,33,17.9,0.2,887.2,24.1,"04/08/2016"
"NCI DAC",1.8,210.9,106.3,2.1,2.1,2.1,NA,NA,NA,NA,NA,NA,3.1,3.1,3.1,5.2,5.2,5.2,"04/09/2016"
"NHGRI",0,0,0,1.8,2.1,2,2.3,2.3,2.3,NA,NA,NA,NA,NA,NA,4.1,4.4,4.3,"04/09/2016"
"All DACs",0,210.9,42.5,1.8,2.1,2,2.3,2.3,2.3,NA,NA,NA,3.1,3.1,3.1,4.1,5.2,4.5,"04/09/2016"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/10/2016"
"JAAMH",0,38.9,10.8,0.2,4,2.9,10,35.2,13.7,0.1,0.1,0.1,3,3,3,0.3,35.3,8.6,"04/11/2016"
"NCI DAC",0,10.1,4.2,0,6.6,0.5,0,42.3,4.4,0,28,9.3,NA,NA,NA,0,43,5.4,"04/11/2016"
"NHGRI",0,7.2,4.1,0,6.6,0.3,0,2.3,0.1,NA,NA,NA,NA,NA,NA,0,8.9,0.4,"04/11/2016"
"NHLBI",0,20,1.9,1.8,2.2,2.1,0.1,50.2,43.2,49.2,49.2,49.2,33,33,33,2,52.2,43.2,"04/11/2016"
"NIDCR",0.8,0.8,0.8,0,0,0,NA,NA,NA,20.8,20.8,20.8,NA,NA,NA,20.8,20.8,20.8,"04/11/2016"
"NIGMS",0,0,0,22.8,22.8,22.8,1,1,1,NA,NA,NA,NA,NA,NA,23.8,23.8,23.8,"04/11/2016"
"NINDS",0.2,0.2,0.2,7.8,7.8,7.8,0,0,0,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"04/11/2016"
"All DACs",0,38.9,5.7,0,22.8,1.6,0,50.2,7.8,0,49.2,12.3,3,33,8.7,0,52.2,10.2,"04/11/2016"
"CDAC",0.6,0.6,0.6,9.6,9.6,9.6,0,0,0,NA,NA,NA,NA,NA,NA,9.6,9.6,9.6,"04/12/2016"
"ES DAC",0.4,0.4,0.4,3,3,3,NA,NA,NA,NA,NA,NA,0,0,0,3,3,3,"04/12/2016"
"JAAMH",0,42,14.2,1.3,2.9,2.5,10,33.1,13.3,NA,NA,NA,NA,NA,NA,12.6,34.4,15.9,"04/12/2016"
"NCI DAC",0,42,3.9,0,5.5,0.2,0,29,3,0,911.1,47.2,0.1,25.8,14.2,0,912,29.9,"04/12/2016"
"NHGRI",0,12.8,1.4,0,6,0.8,0,2.3,0.6,0,7.9,0.4,NA,NA,NA,0,8.3,1.3,"04/12/2016"
"NHLBI",0,11,1,0.9,1.2,1.2,0.1,51,46.2,51.1,51.1,51.1,0.9,0.9,0.9,1,52.3,44.3,"04/12/2016"
"NIAMS",0.6,5.7,2.3,0.2,1.6,1.2,5.2,14.1,8.2,NA,NA,NA,NA,NA,NA,6.8,14.4,9.3,"04/12/2016"
"NICHD",0.8,0.8,0.8,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"04/12/2016"
"NIDDK",0,0,0,1,1,1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"04/12/2016"
"NIGMS",0.4,11,4.1,21.4,21.8,21.7,1,1,1,NA,NA,NA,1,1,1,22.4,22.8,22.7,"04/12/2016"
"NINDS",1,1.2,1.1,7.1,7.1,7.1,0,0,0,NA,NA,NA,NA,NA,NA,7.2,7.2,7.2,"04/12/2016"
"All DACs",0,42,3.2,0,21.8,1.1,0,51,13,0,911.1,34.9,0,25.8,9,0,912,23.5,"04/12/2016"
"CDAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/13/2016"
"JAAMH",0,20,5.6,1.8,2,1.9,0,13.3,5.2,NA,NA,NA,NA,NA,NA,1.8,15.3,7,"04/13/2016"
"NCI DAC",0,7.6,1.6,0,4.6,1,0,6.2,1.2,0,0,0,NA,NA,NA,0,10.8,2.1,"04/13/2016"
"NHGRI",0.1,5.8,1.6,0,0.2,0,0,7.1,0.7,NA,NA,NA,NA,NA,NA,0,7.1,0.8,"04/13/2016"
"NHLBI",0.8,0.8,0.8,0.3,0.3,0.3,NA,NA,NA,309.1,462,385.5,0,0,0,309.4,462.2,385.8,"04/13/2016"
"All DACs",0,20,2.1,0,4.6,0.7,0,13.3,2.5,0,462,257,0,0,0,0,462.2,25.9,"04/13/2016"
"JAAMH",0,5.6,0.9,0.7,0.9,0.9,0,10,3.3,NA,NA,NA,NA,NA,NA,0.9,11,4.2,"04/14/2016"
"NCI DAC",0,23.2,16.7,0,3.9,0.3,0,26.8,17.5,0,908.8,396.2,24.7,24.7,24.7,0.1,908.9,75.5,"04/14/2016"
"NHGRI",0,23.2,15.8,0,4,2.9,0,6.3,2.4,0,3,2.7,NA,NA,NA,0.2,6.3,5.5,"04/14/2016"
"NHLBI",0.8,1.9,1.1,0.3,4.8,4.3,44.3,50.1,45.1,45.2,45.2,45.2,NA,NA,NA,49.1,50.4,49.4,"04/14/2016"
"NIDCR",23.2,23.2,23.2,0.8,0.8,0.8,NA,NA,NA,17,17,17,NA,NA,NA,17.8,17.8,17.8,"04/14/2016"
"NIDDK",1.9,1.9,1.9,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"04/14/2016"
"NIGMS",23.2,23.2,23.2,19.8,19.8,19.8,1,1,1,NA,NA,NA,NA,NA,NA,20.8,20.8,20.8,"04/14/2016"
"NINDS",0.1,0.8,0.5,5.3,5.3,5.3,0,0,0,NA,NA,NA,NA,NA,NA,5.4,5.4,5.4,"04/14/2016"
"All DACs",0,23.2,13.5,0,19.8,1.9,0,50.1,12.2,0,908.8,143.3,24.7,24.7,24.7,0.1,908.9,37.3,"04/14/2016"
"JAAMH",0,12.9,1.6,0.1,7.2,5.4,6.1,28.2,11.2,NA,NA,NA,2.9,2.9,2.9,9.8,31,16.1,"04/15/2016"
"NCI DAC",0,15.7,3.5,0,3,1.5,0,21,8.2,NA,NA,NA,NA,NA,NA,0,24,9.7,"04/15/2016"
"NHGRI",0,10.8,1.3,0,3.1,2.3,0,2.3,2,NA,NA,NA,NA,NA,NA,0,5.4,4.4,"04/15/2016"
"NIAID",17.8,17.8,17.8,27.1,27.1,27.1,0,0,0,NA,NA,NA,NA,NA,NA,27.1,27.1,27.1,"04/15/2016"
"NIGMS",0.9,0.9,0.9,19.2,19.2,19.2,NA,NA,NA,NA,NA,NA,1,1,1,20.2,20.2,20.2,"04/15/2016"
"All DACs",0,17.8,2.6,0,27.1,5.5,0,28.2,7.6,NA,NA,NA,1,2.9,2.3,0,31,12.8,"04/15/2016"
"NCI DAC",5,5,5,1.2,1.2,1.2,NA,NA,NA,0,0,0,NA,NA,NA,1.2,1.2,1.2,"04/16/2016"
"All DACs",5,5,5,1.2,1.2,1.2,NA,NA,NA,0,0,0,NA,NA,NA,1.2,1.2,1.2,"04/16/2016"
"NCI DAC",0.5,6.1,1.9,0.2,1.3,0.8,0,0.2,0.1,24,24,24,NA,NA,NA,0.2,25.3,6.9,"04/17/2016"
"NHGRI",0.5,6.1,2.4,0.2,0.5,0.3,0,0,0,0,0,0,NA,NA,NA,0.2,0.5,0.3,"04/17/2016"
"NHLBI",11,11,11,2.2,2.2,2.2,NA,NA,NA,10,10.1,10.1,NA,NA,NA,12.2,12.3,12.2,"04/17/2016"
"All DACs",0.5,11,4.1,0.2,2.2,0.9,0,0.2,0.1,0,24,11.1,NA,NA,NA,0.2,25.3,5.9,"04/17/2016"
"JAAMH",0,21,3.3,0,6.9,3.7,6.1,26.1,8.3,0,0,0,NA,NA,NA,0,28,10.6,"04/18/2016"
"NCI DAC",0,13,3.3,0,6.9,2.3,0,6.1,2.3,0.7,4.1,2.4,20,20,20,0,20.6,6,"04/18/2016"
"NHGRI",0,14,5.5,0,6.7,1.2,0,9.1,4.1,0,0,0,NA,NA,NA,0,9.1,4.6,"04/18/2016"
"NHLBI",0,21,7.6,0.5,1.3,1,37,57.3,46.5,204,204,204,0,45.3,34,1,204.9,61,"04/18/2016"
"NINDS",5.8,5.8,5.8,1,1,1,22,22,22,NA,NA,NA,NA,NA,NA,23,23,23,"04/18/2016"
"All DACs",0,21,4.7,0,6.9,2.4,0,57.3,11.9,0,204,34.4,0,45.3,32.4,0,204.9,19.5,"04/18/2016"
"JAAMH",0.1,14.1,6.3,0.1,3,1.2,6.1,26.1,16.1,0,0,0,NA,NA,NA,0.1,26.8,12,"04/19/2016"
"NCI DAC",0,20.1,5.7,0,6.2,1.3,0,4.1,1.1,0,29.1,4.2,NA,NA,NA,0,29.3,3.8,"04/19/2016"
"NHGRI",1,14.1,5.2,0,0.1,0.1,0,0,0,0,0,0,NA,NA,NA,0,0.1,0.1,"04/19/2016"
"NHLBI",0,14.1,7.1,0.7,1,0.9,47.1,47.2,47.1,47.2,47.2,47.2,0,118.1,78.7,0.9,119,64.5,"04/19/2016"
"NIAMS",1,1,1,1.1,1.1,1.1,12.8,12.8,12.8,NA,NA,NA,NA,NA,NA,13.9,13.9,13.9,"04/19/2016"
"NICHD",5,5,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,"04/19/2016"
"NIDDK",5,5,5,3,3,3,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,5.8,5.8,5.8,"04/19/2016"
"NIGMS",5,5,5,14.7,14.7,14.7,1,1,1,NA,NA,NA,NA,NA,NA,15.7,15.7,15.7,"04/19/2016"
"NINDS",4.1,15.1,9.1,0.8,1.1,1,0.7,20.8,5.9,0.7,0.8,0.7,NA,NA,NA,1.8,21.9,5.9,"04/19/2016"
"All DACs",0,20.1,6.1,0,14.7,0.8,0,47.2,7.5,0,47.2,8.6,0,118.1,78.7,0,119,16.3,"04/19/2016"
"CDAC",0,7,3.5,1,3.7,2.3,0,9.9,4.9,NA,NA,NA,NA,NA,NA,1,13.6,7.3,"04/20/2016"
"JAAMH",0,0.9,0.2,2,2.4,2.1,6.1,6.1,6.1,NA,NA,NA,NA,NA,NA,8.1,8.5,8.2,"04/20/2016"
"NCI DAC",0,7,6.1,0,3.8,0.9,0,19,0.7,0,0,0,NA,NA,NA,0.6,19,1.5,"04/20/2016"
"NHGRI",0,35.7,7,3.7,5,3.9,0,2.3,0.4,0,0,0,NA,NA,NA,3.7,7.2,4.2,"04/20/2016"
"NHLBI",0,0,0,0,0,0,NA,NA,NA,47.1,47.1,47.1,NA,NA,NA,47.2,47.2,47.2,"04/20/2016"
"NIDCR",7,7,7,1.6,1.6,1.6,11,11,11,NA,NA,NA,NA,NA,NA,12.7,12.7,12.7,"04/20/2016"
"NIGMS",7,7,7,13.6,13.6,13.6,1,1,1,NA,NA,NA,NA,NA,NA,14.6,14.6,14.6,"04/20/2016"
"NINDS",0,0.9,0.5,0.1,0.5,0.3,0.8,0.9,0.8,NA,NA,NA,NA,NA,NA,1,1.2,1.2,"04/20/2016"
"All DACs",0,35.7,5.6,0,13.6,1.9,0,19,1,0,47.1,26.9,NA,NA,NA,0.6,47.2,4.7,"04/20/2016"
"JAAMH",0,14,5.4,0.9,4,1.4,0,24,6.7,0,0,0,NA,NA,NA,3,25,8.1,"04/21/2016"
"NCI DAC",0,20.3,5.6,0,3.8,2,0,20.2,9.2,NA,NA,NA,NA,NA,NA,3.1,20.5,11.2,"04/21/2016"
"NEI",5.2,5.2,5.2,20,20,20,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,35.9,35.9,35.9,"04/21/2016"
"NHGRI",0,7.1,3.1,2.8,4.1,3,0,2.3,0.3,NA,NA,NA,NA,NA,NA,2.8,6.4,3.2,"04/21/2016"
"NHLBI",0.1,14,9.3,6,7,6.2,2,50.2,20.8,0,0,0,4.8,4.8,4.8,6,57.2,23.3,"04/21/2016"
"NICHD",2.2,2.2,2.2,3.8,3.8,3.8,0,0,0,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"04/21/2016"
"NIDCR",0.1,20.3,10.2,0.7,0.8,0.7,18,18,18,NA,NA,NA,NA,NA,NA,18.6,18.8,18.7,"04/21/2016"
"NIDDK",2.2,5.2,4.2,0.9,0.9,0.9,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"04/21/2016"
"NINDS",2.8,5.2,3.6,10.7,10.7,10.7,0,0,0,NA,NA,NA,0,0,0,10.7,10.7,10.7,"04/21/2016"
"All DACs",0,20.3,6.3,0,20,3.9,0,50.2,8.7,0,0,0,0,4.8,1,2.8,57.2,11.7,"04/21/2016"
"JAAMH",0,4.1,0.3,0,6.8,5.2,6.1,10.3,6.6,10.3,10.3,10.3,0.1,2.9,1.5,2.9,13.3,11.8,"04/22/2016"
"NCI DAC",0,10.2,1.2,0,2.9,1.5,0,4,3.3,NA,NA,NA,11,11,11,2.1,11,5.7,"04/22/2016"
"NEI",0,0,0,19,19,19,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,34.9,34.9,34.9,"04/22/2016"
"NHGRI",0,2.1,0.3,1.8,2.8,2.1,0,3.1,0.5,3.1,3.1,3.1,NA,NA,NA,1.8,5.9,2.7,"04/22/2016"
"NHLBI",0,2.1,0.8,5.8,6,5.9,1.2,50.2,8.2,NA,NA,NA,196,196,196,7,201.8,128.8,"04/22/2016"
"NICHD",0,0,0,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"04/22/2016"
"NIDDK",0,0,0,2.8,2.8,2.8,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,2.9,2.9,2.9,"04/22/2016"
"NIGMS",0,0,0,11.7,11.7,11.7,1,1,1,NA,NA,NA,1,1,1,12.7,12.7,12.7,"04/22/2016"
"NINDS",0,1,0.2,9.7,9.8,9.7,0,9.1,0.8,NA,NA,NA,NA,NA,NA,9.7,18.9,10.5,"04/22/2016"
"All DACs",0,10.2,0.5,0,19,4.9,0,50.2,3.8,3.1,10.3,7.9,0.1,196,136.4,1.8,201.8,24.3,"04/22/2016"
"NEI",0,0,0,18,18,18,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,34,34,34,"04/23/2016"
"All DACs",0,0,0,18,18,18,15.9,15.9,15.9,NA,NA,NA,NA,NA,NA,34,34,34,"04/23/2016"
"NCI DAC",21,21,21,0.5,0.5,0.5,NA,NA,NA,0,0,0,NA,NA,NA,0.5,0.5,0.5,"04/24/2016"
